Time,VehicleID,X,Y,Speed,Angle
175071.00,7,1.60,107.88,20.69,0.00
175072.00,7,1.60,130.12,22.75,0.00
175073.00,7,1.60,154.09,24.52,0.00
175074.00,7,1.60,180.36,26.82,0.00
175075.00,7,1.60,208.92,29.09,0.00
175076.00,7,1.60,239.78,31.39,0.00
175077.00,7,1.60,272.78,33.54,0.00
175078.00,7,1.60,307.78,35.65,0.00
175079.00,7,1.60,345.12,37.77,0.00
175080.00,7,1.60,384.42,39.90,0.00
175081.00,7,1.60,425.96,42.00,0.00
175082.00,7,1.60,469.23,43.68,0.00
175083.00,7,1.60,514.23,45.61,0.00
175084.00,7,1.60,561.34,47.50,0.00
200000.00,8,3216.70,1.60,9.36,270.00
200001.00,8,3205.79,1.60,11.34,270.00
200002.00,8,3193.02,1.60,13.20,270.00
200003.00,8,3178.16,1.60,15.43,270.00
200004.00,8,3161.34,1.60,17.15,270.00
200005.00,8,3142.57,1.60,19.15,270.00
200006.00,8,3121.79,1.60,21.13,270.00
200007.00,8,3099.11,1.60,23.07,270.00
200008.00,8,3074.29,1.60,25.35,270.00
200009.00,8,3047.38,1.60,27.39,270.00
200010.00,8,3018.72,1.60,29.27,270.00
200011.00,8,2987.88,1.60,31.20,270.00
200012.00,8,2955.43,1.60,32.82,270.00
200013.00,8,2921.34,1.60,34.45,270.00
200014.00,8,2885.74,1.60,35.93,270.00
200015.00,8,2848.26,1.60,38.01,270.00
200016.00,8,2808.80,1.60,39.93,270.00
200017.00,8,2767.39,1.60,41.75,270.00
200018.00,8,2723.81,1.60,44.20,270.00
200019.00,8,2678.45,1.60,45.76,270.00
200020.00,8,2631.23,1.60,47.79,270.00
200021.00,8,2582.00,1.60,49.59,270.00
200022.00,8,2531.01,1.60,51.63,270.00
200023.00,8,2478.14,1.60,53.32,270.00
200024.00,8,2426.51,1.60,50.51,270.00
200025.00,8,2379.32,1.60,46.07,270.00
200026.00,8,2336.39,1.60,41.80,270.00
200027.00,8,2297.96,1.60,37.30,270.00
200028.00,8,2264.03,1.60,32.80,270.00
200029.00,8,2234.60,1.60,28.30,270.00
200030.00,8,2209.66,1.60,23.83,270.00
200031.00,8,2189.12,1.60,19.50,270.00
200032.00,8,2172.99,1.60,15.01,270.00
200033.00,8,2161.35,1.60,10.52,270.00
200034.00,8,2154.18,2.29,6.30,278.08
200035.00,8,2151.60,7.46,6.36,340.76
200036.00,8,2151.60,15.60,8.72,0.00
200037.00,8,2151.60,25.80,10.65,0.00
200038.00,8,2151.60,37.83,12.65,0.00
200039.00,8,2151.60,51.81,14.43,0.00
200040.00,8,2151.60,67.87,16.69,0.00
200041.00,8,2151.60,85.65,18.12,0.00
200042.00,8,2151.60,105.38,20.06,0.00
200043.00,8,2151.60,127.18,22.28,0.00
200044.00,8,2151.60,151.06,24.32,0.00
200045.00,8,2151.60,176.63,25.97,0.00
200046.00,8,2151.60,204.26,28.03,0.00
200047.00,8,2151.60,233.67,29.93,0.00
200048.00,8,2151.60,264.97,31.70,0.00
200049.00,8,2151.60,298.17,33.71,0.00
200050.00,8,2151.60,333.24,35.43,0.00
200051.00,8,2151.60,370.23,37.41,0.00
200052.00,8,2151.60,409.17,39.47,0.00
200053.00,8,2151.60,448.06,37.77,0.00
200054.00,8,2151.60,482.47,33.29,0.00
200055.00,8,2151.60,512.47,28.95,0.00
200056.00,8,2151.60,538.04,24.45,0.00
200057.00,8,2151.60,559.11,19.95,0.00
200058.00,8,2151.60,575.69,15.45,0.00
200059.00,8,2151.60,587.76,10.95,0.00
200060.00,8,2151.98,595.30,6.45,4.37
200061.00,8,2156.87,598.35,6.01,64.37
200062.00,8,2163.87,598.40,7.63,90.00
200063.00,8,2172.79,598.40,9.48,90.00
200064.00,8,2184.07,598.40,11.79,90.00
200065.00,8,2197.81,598.40,14.38,90.00
200066.00,8,2213.38,598.40,16.08,90.00
200067.00,8,2231.06,598.40,18.11,90.00
200068.00,8,2250.28,598.40,19.65,90.00
200069.00,8,2271.25,598.40,21.36,90.00
200070.00,8,2293.94,598.40,23.32,90.00
200071.00,8,2318.38,598.40,24.79,90.00
200072.00,8,2344.66,598.40,26.68,90.00
200073.00,8,2372.78,598.40,28.56,90.00
200074.00,8,2402.70,598.40,30.29,90.00
200075.00,8,2434.70,598.40,32.47,90.00
200076.00,8,2468.97,598.40,34.85,90.00
200077.00,8,2505.15,598.40,36.65,90.00
200078.00,8,2543.22,598.40,38.56,90.00
200079.00,8,2583.00,598.40,40.34,90.00
200080.00,8,2624.74,598.40,42.18,90.00
200081.00,8,2668.38,598.40,44.05,90.00
200082.00,8,2713.72,598.40,45.76,90.00
200083.00,8,2761.02,598.40,47.75,90.00
200084.00,8,2810.09,598.40,49.66,90.00
200085.00,8,2860.84,598.40,51.19,90.00
200086.00,8,2913.29,598.40,52.99,90.00
200087.00,8,2967.99,598.40,55.23,90.00
200088.00,8,3024.99,598.40,57.56,90.00
200089.00,8,3083.71,598.40,59.06,90.00
200090.00,8,3143.23,598.40,59.50,90.00
200091.00,8,3202.99,598.40,59.58,90.00
225000.00,9,1073.40,587.70,26.75,180.00
225001.00,9,1073.40,559.74,28.51,180.00
225002.00,9,1073.40,529.86,30.32,180.00
225003.00,9,1073.40,497.91,32.46,180.00
225004.00,9,1073.40,463.86,34.39,180.00
225005.00,9,1073.40,428.11,36.10,180.00
225006.00,9,1073.40,390.52,38.08,180.00
225007.00,9,1073.40,350.75,40.18,180.00
225008.00,9,1073.40,308.85,42.44,180.00
225009.00,9,1073.40,264.55,44.93,180.00
225010.00,9,1073.40,219.30,44.67,180.00
225011.00,9,1073.40,178.01,40.17,180.00
225012.00,9,1073.40,141.22,35.67,180.00
225013.00,9,1073.40,108.93,31.17,180.00
225014.00,9,1073.40,81.14,26.67,180.00
225015.00,9,1073.40,57.85,22.17,180.00
225016.00,9,1073.40,38.90,17.85,180.00
225017.00,9,1073.40,24.43,13.35,180.00
225018.00,9,1073.40,14.45,8.85,180.00
225019.00,9,1073.40,8.69,4.86,180.00
225020.00,9,1074.55,5.83,3.18,165.84
225021.00,9,1076.60,7.70,3.24,78.38
225022.00,9,1076.60,12.23,4.87,0.00
225023.00,9,1076.60,18.51,6.78,0.00
225024.00,9,1076.60,26.93,8.79,0.00
225025.00,9,1076.60,37.05,10.55,0.00
225026.00,9,1076.60,49.30,12.75,0.00
225027.00,9,1076.60,63.95,15.30,0.00
225028.00,9,1076.60,80.27,16.67,0.00
225029.00,9,1076.60,98.08,18.27,0.00
225030.00,9,1076.60,117.65,20.10,0.00
225031.00,9,1076.60,139.50,22.49,0.00
225032.00,9,1076.60,163.80,24.88,0.00
225033.00,9,1076.60,190.10,26.87,0.00
225034.00,9,1076.60,218.42,28.74,0.00
225035.00,9,1076.60,248.83,30.87,0.00
225036.00,9,1076.60,281.06,32.60,0.00
225037.00,9,1076.60,315.54,35.07,0.00
225038.00,9,1076.60,351.84,36.82,0.00
225039.00,9,1076.60,390.39,39.14,0.00
225040.00,9,1076.60,430.80,40.82,0.00
225041.00,9,1076.60,473.22,42.94,0.00
225042.00,9,1076.60,517.70,45.06,0.00
225043.00,9,1076.60,564.18,46.94,0.00
225044.00,9,1076.60,612.94,49.40,0.00
225045.00,9,1076.60,663.69,51.32,0.00
225046.00,9,1076.60,716.33,53.06,0.00
225047.00,9,1076.60,770.89,54.91,0.00
225048.00,9,1076.60,827.18,56.88,0.00
225049.00,9,1076.60,882.10,53.79,0.00
225050.00,9,1076.60,932.51,49.29,0.00
225051.00,9,1076.60,978.63,45.00,0.00
225052.00,9,1076.60,1020.26,40.50,0.00
225053.00,9,1076.60,1057.39,36.00,0.00
225054.00,9,1076.60,1090.02,31.50,0.00
225055.00,9,1076.60,1118.15,27.00,0.00
225056.00,9,1076.60,1141.78,22.50,0.00
225057.00,9,1076.60,1160.91,18.00,0.00
225058.00,9,1076.60,1175.55,13.54,0.00
225059.00,9,1076.60,1185.72,9.04,0.00
225060.00,9,1076.59,1192.90,7.56,359.84
225061.00,9,1073.73,1199.80,7.69,329.34
225062.00,9,1066.70,1201.60,7.42,276.39
225063.00,9,1057.55,1201.60,9.58,270.00
225064.00,9,1046.84,1201.60,11.17,270.00
225065.00,9,1034.12,1201.60,13.18,270.00
225066.00,9,1019.55,1201.60,15.11,270.00
225067.00,9,1003.23,1201.60,16.85,270.00
225068.00,9,984.60,1201.60,19.15,270.00
225069.00,9,963.81,1201.60,21.22,270.00
225070.00,9,941.05,1201.60,23.37,270.00
225071.00,9,916.02,1201.60,25.42,270.00
225072.00,9,889.10,1201.60,27.56,270.00
225073.00,9,860.03,1201.60,29.52,270.00
225074.00,9,828.89,1201.60,31.74,270.00
225075.00,9,795.48,1201.60,33.81,270.00
225076.00,9,760.42,1201.60,35.62,270.00
225077.00,9,723.59,1201.60,37.24,270.00
225078.00,9,684.56,1201.60,39.58,270.00
225079.00,9,643.32,1201.60,41.68,270.00
225080.00,9,600.62,1201.60,43.04,270.00
225081.00,9,556.05,1201.60,44.92,270.00
225082.00,9,509.54,1201.60,47.11,270.00
225083.00,9,461.18,1201.60,48.90,270.00
225084.00,9,410.59,1201.60,51.21,270.00
225085.00,9,358.00,1201.60,53.01,270.00
225086.00,9,304.61,1201.60,52.99,270.00
225087.00,9,254.65,1201.60,48.84,270.00
225088.00,9,209.19,1201.60,44.34,270.00
225089.00,9,168.21,1201.60,39.88,270.00
225090.00,9,131.66,1201.60,35.49,270.00
225091.00,9,99.54,1201.60,30.99,270.00
225092.00,9,71.93,1201.60,26.49,270.00
225093.00,9,48.82,1201.60,21.99,270.00
225094.00,9,30.20,1201.60,17.49,270.00
225095.00,9,16.05,1201.60,13.02,270.00
225096.00,9,6.40,1201.60,8.52,270.00
225097.00,9,0.48,1200.93,5.83,262.13
225098.00,9,-1.60,1195.99,5.54,197.87
225099.00,9,-1.60,1188.89,7.62,180.00
225100.00,9,-1.60,1180.13,9.22,180.00
225101.00,9,-1.60,1169.44,11.10,180.00
225102.00,9,-1.60,1157.10,12.80,180.00
225103.00,9,-1.60,1142.56,15.16,180.00
225104.00,9,-1.60,1125.68,17.40,180.00
225105.00,9,-1.60,1106.55,19.59,180.00
225106.00,9,-1.60,1085.19,21.98,180.00
225107.00,9,-1.60,1062.00,23.71,180.00
225108.00,9,-1.60,1036.51,26.12,180.00
225109.00,9,-1.60,1008.63,28.34,180.00
225110.00,9,-1.60,978.75,30.47,180.00
225111.00,9,-1.60,946.46,32.83,180.00
225112.00,9,-1.60,912.01,34.97,180.00
225113.00,9,-1.60,875.27,37.31,180.00
225114.00,9,-1.60,836.90,38.77,180.00
225115.00,9,-1.60,796.85,40.52,180.00
225116.00,9,-1.60,754.76,42.74,180.00
225117.00,9,-1.60,710.94,44.22,180.00
225118.00,9,-1.60,665.01,46.55,180.00
225119.00,9,-1.60,617.32,48.11,180.00
